Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A structured result is being cut off mid-object on large inputs. Beyond raising the limit, what does the pipeline need?",multiple-choice,"Detection of the truncation itself, so that a partial result is never parsed as though complete.",,"Chunking of the input, so that each individual request produces a result comfortably inside the limit.",,"A retry at a higher limit, which allows the response to complete on the second of the two attempts.",,"A more compact schema, which reduces the output size enough for large inputs to fit within the limit.",,,,,,1,"The dangerous case is a truncated result that happens to parse, or that a lenient parser repairs into something plausible. Checking the stop reason turns a silent corruption into a handled failure. Larger limits, compact schemas and chunking all reduce how often truncation occurs without making it safe when it does.",D4 Prompt Engineering & Structured Output
Two fields in an output schema are consistently populated with each other's content. What is the cheapest effective fix?,multiple-choice,"Descriptions on the two fields, each stating plainly what that particular field is meant to hold.",,Renaming the two fields so that the difference between them is more apparent from the names alone.,,Adding examples to the prompt in which both of the fields are populated correctly for a sample input.,,Reordering the schema so that the two fields are no longer adjacent to one another in the definition.,,,,,,1,"Field descriptions are instructions the model reads at the point of populating each field, and they are the first thing to reach for when a schema is being filled in wrongly. Names carry less signal than a sentence, ordering does not disambiguate meaning, and examples cost more tokens for a problem the schema itself can state.",D4 Prompt Engineering & Structured Output
What does instructing the model to act as a senior auditor actually contribute?,multiple-choice,Access to auditing conventions that the model would not apply if the role had not been specified for it.,,"A constraint on scope, since the role determines which parts of the input the model will treat as relevant.",,"A higher standard of accuracy, since the framing causes the model to check its conclusions more carefully.",,"A register and a set of priorities for the output, rather than knowledge the model would otherwise lack.",,,,,,4,"Role framing shapes tone, vocabulary and which considerations surface first, which is genuinely useful for making output fit its audience. It does not add knowledge or raise accuracy: a role assignment is not a substitute for the criteria, examples and structure that determine whether the judgment is correct.",D4 Prompt Engineering & Structured Output
A multi-phase run fails in its final phase because the window is full. What should the design have measured?,multiple-choice,"How much the window grew across the run, so that the rate of consumption could be projected forwards.",,How much of the window each phase leaves available for every phase that has to come after it.,,How much of the window the largest single phase consumes when it is run against a representative input.,,How much of the window remains once the system prompt and tool definitions have both been accounted for.,,,,,,2,"Context is a budget shared across phases, and the question that determines whether the run completes is what each phase hands on. Measuring a single phase's peak, a fixed overhead, or a growth rate all miss the compounding: an early phase that keeps its verbose output starves every phase that follows.",D5 Context Management & Reliability
A session must be compacted. Which content matters most to preserve?,multiple-choice,"The decisions that were taken, together with the constraints that those decisions rest on.",,"The original request, which establishes what the whole session is ultimately working towards.",,"The tool results, which are the factual material that every conclusion so far has been drawn from.",,"The most recent exchanges, which carry the state that the work is currently proceeding from.",,,,,,1,"What cannot be recovered is the reasoning: which options were rejected, on what grounds, and what constraints bind. Raw tool output can be fetched again and recent turns are the least at risk. A compaction that keeps transcript and drops decisions produces an agent that revisits settled questions.",D5 Context Management & Reliability
The same document is retrieved by three separate tool calls in one session. What is the direct cost?,multiple-choice,"Slower responses, since each of the three retrievals adds a round trip to the total for the request.",,"Cache invalidation, since each insertion changes the prompt that follows the point it was added at.",,The context window is paid for three times over for one document that contributes only once.,,"Inconsistent reasoning, since the three copies may have been retrieved at different points in time.",,,,,,3,"Duplicate content occupies the budget once per copy and contributes nothing after the first, which is why deduplicating retrieved material is a standard context management step. Latency is a smaller cost, and cache and consistency effects are secondary to simply paying three times for one document.",D5 Context Management & Reliability
"A downstream tool has failed on every call for the past hour, and the agent retries it on every request. What does the design need?",multiple-choice,"A longer backoff between attempts, so that the failing dependency is given more time to recover on its own.",,A circuit breaker that stops calling the tool altogether until it has been seen to recover.,,"An alert to the operators, so that the failing dependency is investigated and repaired as quickly as possible.",,"A cap on retries per request, so that no single request spends an unbounded amount of time on the failure.",,,,,,2,"Per-request retry limits do nothing about a dependency that is down for everyone: every request still pays the full retry cost before failing. A breaker that opens after a failure threshold short-circuits immediately and probes periodically, which protects both latency and the recovering dependency. Backoff and alerting complement it rather than replacing it.",D5 Context Management & Reliability
"Each tool call may retry three times with backoff, and the response must land within ten seconds. What must be bounded?",multiple-choice,"The total retry time across the whole request, rather than the retry count of any single call.",,The number of tool calls the agent is permitted to make while it is handling any single request.,,"The timeout on each individual call, so that no single attempt can consume the entire available budget.",,"The backoff interval, so that three attempts always complete inside the budget that has been allowed.",,,,,,1,"Per-call limits compose badly: three calls each retrying three times with backoff can exceed any per-call bound many times over. The deadline belongs to the request, so the budget must be tracked against it and remaining attempts abandoned when it is nearly spent. Tightening individual timeouts reduces but does not bound the total.",D5 Context Management & Reliability
A source the agent depends on is unavailable. What should the user see?,multiple-choice,"The answer as normally presented, with the missing source's contribution excluded from what is reported.",,"Which check could not be completed, and what the answer therefore rests on in its absence.",,"A technical description of which dependency failed, so that the problem can be reported to support accurately.",,A message stating that the request cannot be completed at present and inviting them to try again shortly.,,,,,,2,"Degrading well means still answering while making the gap visible, so the user can judge how much weight the answer carries. Presenting a partial answer as complete is the failure mode that matters, refusing outright discards work that succeeded, and internal dependency names are not what the user needs to make that judgment.",D5 Context Management & Reliability
A three-step workflow completed its first two writes and failed on the third. What does recovery require?,multiple-choice,"A rollback of the transaction, which returns every one of the three steps to the state they started from.",,"A retry of the third step, since the first two have already completed and do not need to be repeated at all.",,"A record of the failure, so that an operator can review the partial state and determine what to do about it.",,Compensating operations that explicitly reverse the two writes which had already landed.,,,,,,4,"Writes to separate systems cannot be rolled back together, so consistency has to be restored by issuing explicit reversing operations for the steps that succeeded. Retrying the third step is right only when it is safe and likely to succeed, manual review does not scale, and a single transaction spanning independent systems is not available.",D5 Context Management & Reliability
An agent's failure rate has drifted upward over two months and nobody noticed. What was missing?,multiple-choice,A continuously tracked rate with a threshold that raises an alert when it is crossed.,,"An evaluation set that is rerun periodically, so that any regression in quality is surfaced when it occurs.",,"Logging of failures, without which the drift could not have been detected from the available records.",,"A regular review of failures, in which a sample of them is examined by the team on a fixed schedule.",,,,,,1,"Gradual drift is invisible to anyone reading individual failures, because no single one looks unusual. It shows up only in a rate that is measured continuously and compared against a threshold. Sampling and periodic evaluation catch it late, and logging supplies the raw material without anyone watching the trend.",D5 Context Management & Reliability
A long conversation is trimmed from the front to free window space. What is the effect on cost?,multiple-choice,The cost falls in proportion to the amount of content that has been removed from the conversation.,,"The cost is unchanged, since the removed turns had already been paid for on the calls that included them.",,"The cost rises permanently, since the trimmed conversation can no longer be cached on subsequent calls.",,"The cached prefix is invalidated, so the very next call reprocesses the whole prompt from the start.",,,,,,4,"Caching depends on an unchanged prefix, so removing the earliest turns changes everything downstream and the next request pays full price to rebuild it. The window saving is real but part of it is returned in reprocessing, which is why trimming is best done at deliberate points rather than continuously.",D5 Context Management & Reliability
