Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A fintech company's platform team wants to use the Message Batches API for a loan-support resolution agent, where the workflow requires the model to call a tool mid-request and receive results back before continuing, all within the same request. Is this supported?",multiple-choice,Only if the batch contains exactly one request.,,"No — the Message Batches API does not support multi-turn tool calling within a single request, which makes it unsuitable for this workflow as described.",,"Yes, the Message Batches API fully supports multi-turn tool calling within a single batch request.",,Only if the tool is a built-in tool rather than an MCP tool.,,,,,,2,The Message Batches API does not support multi-turn tool calling within a single request — a workflow requiring mid-request tool calls and follow-up isn't a fit for batching as described.,D4 Prompt Engineering & Structured Output
"A healthcare software team has Claude generate code for the eligibility-check module and then asks the same session, with its own reasoning still in context, to review that code for bugs. Why might this self-review be less effective than expected?",multiple-choice,"The model retains its own generation reasoning context in the same session, making it less likely to question its own prior decisions than an independent review instance would be.",,Self-review is impossible; the model can never review its own output under any circumstances.,,The issue is unrelated to session context and is purely a matter of model capability.,,"Self-review is always exactly as effective as an independent review, so there's no concern here.",,,,,,1,A model that still holds its own generation reasoning in context is less likely to question its own decisions — an independent review instance without that prior reasoning context tends to catch subtler issues.,D4 Prompt Engineering & Structured Output
"During a returns-support conversation for an e-commerce platform team, progressive summarization has started condensing specific dollar amounts and dates into vague language. What is the recommended fix?",multiple-choice,Summarize even more aggressively so the conversation stays shorter.,,"Stop tracking specific facts altogether, since summarization always loses some detail.",,"Switch to a different model, which will not experience this issue any differently.",,"Extract transactional facts (amounts, dates, reference numbers, statuses) into a persistent ""case facts"" block that stays outside the summarized history.",,,,,,4,"Extracting transactional facts into a persistent ""case facts"" block, kept outside the summarized history, protects precise numbers and dates from being lost to progressive summarization's ""lost in the middle"" risk.",D5 Context Management & Reliability
A long an account-billing conversation for a B2B SaaS platform team has accumulated many full tool outputs (40+ fields per lookup) when only a handful of fields are ever relevant. What should be done to manage the context window here?,multiple-choice,Increase the model's context window instead of trimming anything.,,"Discard all tool outputs immediately after each call, keeping no context at all.",,"Keep every field from every tool call indefinitely, since more context is always better.",,"Trim verbose tool outputs down to only the relevant fields before they accumulate in context, rather than keeping every field from every call.",,,,,,4,"Trimming verbose tool outputs to only the relevant fields prevents tokens from being consumed disproportionately to their relevance, which is a documented context-window management practice.",D5 Context Management & Reliability
"A fintech company's platform team wants a loan-support resolution agent to escalate to a human at the right moments — not too early, not too late. Which of the following is a defensible, explicit escalation trigger?",multiple-choice,The length of the conversation exceeding a fixed number of turns.,,"An explicit customer request for a human, a gap in policy that doesn't cover the situation, or a genuine inability to make further progress.",,A dip in sentiment score detected in the customer's message.,,A drop in a self-reported confidence score below an arbitrary threshold.,,,,,,2,"Appropriate escalation triggers are explicit customer requests for a human, policy gaps/exceptions, and genuine inability to progress — not sentiment scores or self-reported confidence, which are unreliable proxies for actual case complexity.",D5 Context Management & Reliability
"During a patient-intake conversation, a customer explicitly says they want to speak to a human agent, even though a patient-support resolution agent could technically resolve the issue itself. What should happen?",multiple-choice,"Ignore the request and resolve the issue anyway, since the agent is capable of doing so.",,"Escalate to a human immediately, honoring the explicit request rather than first attempting to resolve it autonomously.",,Ask the customer to justify why they want a human before escalating.,,Escalate only after several more autonomous attempts to resolve it.,,,,,,2,An explicit customer request for a human should be honored immediately — capability to resolve the issue autonomously doesn't override an explicit preference for human assistance.,D5 Context Management & Reliability
A subagent researching part of the fulfillment pipeline for an e-commerce platform team times out partway through. What error-propagation design lets the coordinator make an intelligent recovery decision?,multiple-choice,"Returning a generic ""unavailable"" status with no further detail.",,Silently returning an empty result marked as a success.,,Immediately terminating the entire multi-agent workflow on this one failure.,,"Returning structured error context — the failure type, what was attempted, any partial results, and possible alternatives.",,,,,,4,"Structured error context — failure type, what was attempted, partial results, and alternatives — gives the coordinator what it needs to decide whether to retry, try a different approach, or proceed with partial results. Silent suppression, full termination, and generic statuses all hide the information needed to recover well.",D5 Context Management & Reliability
"A subagent working on the subscription-renewal pipeline for a B2B SaaS platform team hits a transient failure it can recover from on its own (e.g., a brief timeout it can retry). What should it do?",multiple-choice,"Attempt local recovery for the transient failure itself, and only propagate to the coordinator errors it cannot resolve locally — along with what was attempted and any partial results.",,Silently ignore the transient failure and report success either way.,,Terminate its own execution entirely rather than attempting any local recovery.,,"Always propagate every error immediately to the coordinator, regardless of whether it's resolvable locally.",,,,,,1,"Subagents should attempt local recovery for transient failures they can handle themselves, propagating to the coordinator only the errors that can't be resolved locally, along with what was attempted and any partial results.",D5 Context Management & Reliability
"A fintech company's platform team is running a long codebase-exploration session over 40+ files of the payments repo, and Claude has started giving inconsistent answers, referencing 'typical patterns' instead of the specific classes discovered earlier in the session. What addresses this context degradation?",multiple-choice,"Ignoring the issue, since long sessions always degrade with no available fix.",,"Having the agent maintain scratchpad files recording key findings, and referencing them for subsequent questions to counteract context degradation.",,"Switching to a smaller, cheaper model, which would not behave any differently here.",,Increasing the number of subagents with no other change to context handling.,,,,,,2,"Scratchpad files that persist key findings across context boundaries directly counteract the context degradation seen in long exploration sessions, where the model starts referencing generic patterns instead of what it actually found earlier.",D5 Context Management & Reliability
"A healthcare software team finds that an aggregate accuracy metric for a patient-support resolution agent's extraction pipeline looks excellent (e.g., 97% overall), but wants to be sure this isn't masking poor performance on a specific document type or field. What should be done before reducing human review?",multiple-choice,Assume all document types perform identically without checking.,,Stop measuring accuracy altogether once it crosses 95% in aggregate.,,"Analyze accuracy by document type and field segment, using stratified sampling, to verify consistent performance across all segments rather than trusting the aggregate number alone.",,Trust the aggregate accuracy number and reduce human review immediately.,,,,,,3,Aggregate accuracy metrics can mask poor performance on specific segments. Stratified sampling and per-document-type/per-field analysis are needed to verify consistent performance before reducing human review based on the aggregate number.,D5 Context Management & Reliability
A synthesis step for a returns-support resolution agent combines two credible sources for the impact of AI on retail logistics that report conflicting statistics. What is the correct way to handle this rather than picking one value arbitrarily?,multiple-choice,"Annotate the conflict with both values and their source attribution, letting the coordinator or reader decide how to reconcile them, rather than silently picking one.",,Average the two conflicting values together with no annotation.,,Silently discard both conflicting values and report nothing.,,"Always keep whichever value appeared first in the input, discarding the other.",,,,,,1,"Conflicting statistics from credible sources should be explicitly annotated with source attribution for both values, rather than arbitrarily selecting one or silently averaging them — preserving provenance lets the coordinator or reader reconcile the conflict.",D5 Context Management & Reliability
